id,left,top,right,bottom,row_index,col_index,ID_1,x,y,버스이용량
447,965120.8765,1869540.6174,965220.8765,1869440.6174,2,12,1,127.109460646,36.8229730963,9146
419,965020.8765,1868640.6174,965120.8765,1868540.6174,11,11,2,127.1083807057,36.8148563637,44574
418,965020.8765,1868740.6174,965120.8765,1868640.6174,10,11,3,127.1083761135,36.8157578136,81102
417,965020.8765,1868840.6174,965120.8765,1868740.6174,9,11,4,127.1083715211,36.8166592634,36528
416,965020.8765,1868940.6174,965120.8765,1868840.6174,8,11,5,127.1083669285,36.8175607131,0
423,965020.8765,1868240.6174,965120.8765,1868140.6174,15,11,6,127.1083990724,36.8112505625,128581
422,965020.8765,1868340.6174,965120.8765,1868240.6174,14,11,7,127.108394481,36.812152013,65955
421,965020.8765,1868440.6174,965120.8765,1868340.6174,13,11,8,127.1083898894,36.8130534634,16205
420,965020.8765,1868540.6174,965120.8765,1868440.6174,12,11,9,127.1083852976,36.8139549136,16205
427,965020.8765,1867840.6174,965120.8765,1867740.6174,19,11,10,127.1084174358,36.8076447591,14617
426,965020.8765,1867940.6174,965120.8765,1867840.6174,18,11,11,127.1084128452,36.8085462102,0
425,965020.8765,1868040.6174,965120.8765,1867940.6174,17,11,12,127.1084082545,36.8094476611,0
424,965020.8765,1868140.6174,965120.8765,1868040.6174,16,11,13,127.1084036635,36.8103491119,15641
431,965020.8765,1867440.6174,965120.8765,1867340.6174,23,11,14,127.108435796,36.8040389536,0
430,965020.8765,1867540.6174,965120.8765,1867440.6174,22,11,15,127.1084312062,36.8049404052,0
429,965020.8765,1867640.6174,965120.8765,1867540.6174,21,11,16,127.1084266163,36.8058418566,0
428,965020.8765,1867740.6174,965120.8765,1867640.6174,20,11,17,127.1084220261,36.8067433079,14617
603,965520.8765,1868740.6174,965620.8765,1868640.6174,10,16,18,127.1139819764,36.8157761431,67518
602,965520.8765,1868840.6174,965620.8765,1868740.6174,9,16,19,127.1139774498,36.8166775935,67518
601,965520.8765,1868940.6174,965620.8765,1868840.6174,8,16,20,127.1139729229,36.8175790437,0
607,965520.8765,1868340.6174,965620.8765,1868240.6174,14,16,21,127.114000081,36.8121703401,0
606,965520.8765,1868440.6174,965620.8765,1868340.6174,13,16,22,127.1139955552,36.813071791,0
605,965520.8765,1868540.6174,965620.8765,1868440.6174,12,16,23,127.1139910291,36.8139732418,0
604,965520.8765,1868640.6174,965620.8765,1868540.6174,11,16,24,127.1139865029,36.8148746925,0
579,965420.8765,1867440.6174,965520.8765,1867340.6174,23,15,25,127.1129198025,36.804053632,0
578,965420.8765,1867540.6174,965520.8765,1867440.6174,22,15,26,127.1129152653,36.8049550841,6307
577,965420.8765,1867640.6174,965520.8765,1867540.6174,21,15,27,127.1129107279,36.805856536,6307
576,965420.8765,1867740.6174,965520.8765,1867640.6174,20,15,28,127.1129061904,36.8067579878,21108
583,965420.8765,1867040.6174,965520.8765,1866940.6174,27,15,29,127.1129379492,36.8004478223,0
582,965420.8765,1867140.6174,965520.8765,1867040.6174,26,15,30,127.1129334128,36.801349275,7811
581,965420.8765,1867240.6174,965520.8765,1867140.6174,25,15,31,127.1129288763,36.8022507275,7345
580,965420.8765,1867340.6174,965520.8765,1867240.6174,24,15,32,127.1129243395,36.8031521798,7345
585,965420.8765,1866840.6174,965520.8765,1866740.6174,29,15,33,127.1129470214,36.7986449167,0
584,965420.8765,1866940.6174,965520.8765,1866840.6174,28,15,34,127.1129424854,36.7995463696,0
639,965620.8765,1868840.6174,965720.8765,1868740.6174,9,17,35,127.1150986361,36.8166812278,67518
611,965520.8765,1867940.6174,965620.8765,1867840.6174,18,16,36,127.1140181824,36.8085645348,9355
610,965520.8765,1868040.6174,965620.8765,1867940.6174,17,16,37,127.1140136574,36.8094659863,0
609,965520.8765,1868140.6174,965620.8765,1868040.6174,16,16,38,127.1140091321,36.8103674377,0
608,965520.8765,1868240.6174,965620.8765,1868140.6174,15,16,39,127.1140046067,36.811268889,0
615,965520.8765,1867540.6174,965620.8765,1867440.6174,22,16,40,127.1140362806,36.8049587274,2528
614,965520.8765,1867640.6174,965620.8765,1867540.6174,21,16,41,127.1140317564,36.8058601795,6307
613,965520.8765,1867740.6174,965620.8765,1867640.6174,20,16,42,127.1140272319,36.8067616314,0
612,965520.8765,1867840.6174,965620.8765,1867740.6174,19,16,43,127.1140227073,36.8076630832,9355
619,965520.8765,1867140.6174,965620.8765,1867040.6174,26,16,44,127.1140543756,36.8013529178,27787
618,965520.8765,1867240.6174,965620.8765,1867140.6174,25,16,45,127.1140498521,36.8022543704,27787
617,965520.8765,1867340.6174,965620.8765,1867240.6174,24,16,46,127.1140453285,36.8031558229,0
616,965520.8765,1867440.6174,965620.8765,1867340.6174,23,16,47,127.1140408046,36.8040572752,0
620,965520.8765,1867040.6174,965620.8765,1866940.6174,27,16,48,127.1140588988,36.8004514651,0
531,965320.8765,1868540.6174,965420.8765,1868440.6174,12,14,49,127.1117487359,36.8139659422,0
530,965320.8765,1868640.6174,965420.8765,1868540.6174,11,14,50,127.1117441834,36.8148673927,42219
529,965320.8765,1868740.6174,965420.8765,1868640.6174,10,14,51,127.1117396306,36.815768843,42219
528,965320.8765,1868840.6174,965420.8765,1868740.6174,9,14,52,127.1117350777,36.8166702932,0
535,965320.8765,1868140.6174,965420.8765,1868040.6174,16,14,53,127.1117669441,36.8103601391,30522
534,965320.8765,1868240.6174,965420.8765,1868140.6174,15,14,54,127.1117623923,36.8112615901,60875
533,965320.8765,1868340.6174,965420.8765,1868240.6174,14,14,55,127.1117578404,36.8121630409,30353
532,965320.8765,1868440.6174,965420.8765,1868340.6174,13,14,56,127.1117532883,36.8130644917,0
539,965320.8765,1867740.6174,965420.8765,1867640.6174,20,14,57,127.111785149,36.8067543337,44112
538,965320.8765,1867840.6174,965420.8765,1867740.6174,19,14,58,127.1117805981,36.8076557853,23004
537,965320.8765,1867940.6174,965420.8765,1867840.6174,18,14,59,127.1117760469,36.8085572367,33233
536,965320.8765,1868040.6174,965420.8765,1867940.6174,17,14,60,127.1117714956,36.8094586879,0
543,965320.8765,1867340.6174,965420.8765,1867240.6174,24,14,61,127.1118033507,36.8031485262,7345
542,965320.8765,1867440.6174,965420.8765,1867340.6174,23,14,62,127.1117988006,36.8040499783,0
541,965320.8765,1867540.6174,965420.8765,1867440.6174,22,14,63,127.1117942502,36.8049514302,0
540,965320.8765,1867640.6174,965420.8765,1867540.6174,21,14,64,127.1117896997,36.805852882,21108
513,965220.8765,1866640.6174,965320.8765,1866540.6174,31,13,65,127.1107142992,36.7968346943,0
512,965220.8765,1866740.6174,965320.8765,1866640.6174,30,13,66,127.1107097374,36.7977361472,0
523,965320.8765,1869340.6174,965420.8765,1869240.6174,4,14,67,127.1117123099,36.821177542,0
522,965320.8765,1869440.6174,965420.8765,1869340.6174,3,14,68,127.1117077557,36.8220789913,0
521,965320.8765,1869540.6174,965420.8765,1869440.6174,2,14,69,127.1117032014,36.8229804405,0
527,965320.8765,1868940.6174,965420.8765,1868840.6174,8,14,70,127.1117305245,36.8175717432,0
526,965320.8765,1869040.6174,965420.8765,1868940.6174,7,14,71,127.1117259712,36.8184731931,11627
525,965320.8765,1869140.6174,965420.8765,1869040.6174,6,14,72,127.1117214176,36.8193746429,0
524,965320.8765,1869240.6174,965420.8765,1869140.6174,5,14,73,127.1117168638,36.8202760925,0
563,965420.8765,1869040.6174,965520.8765,1868940.6174,7,15,74,127.1128471834,36.8184768488,0
562,965420.8765,1869140.6174,965520.8765,1869040.6174,6,15,75,127.112842643,36.8193782987,0
561,965420.8765,1869240.6174,965520.8765,1869140.6174,5,15,76,127.1128381024,36.8202797484,0
560,965420.8765,1869340.6174,965520.8765,1869240.6174,4,15,77,127.1128335616,36.821181198,0
567,965420.8765,1868640.6174,965520.8765,1868540.6174,11,15,78,127.112865343,36.8148710479,22821
566,965420.8765,1868740.6174,965520.8765,1868640.6174,10,15,79,127.1128608034,36.8157724983,42219
565,965420.8765,1868840.6174,965520.8765,1868740.6174,9,15,80,127.1128562636,36.8166739486,0
564,965420.8765,1868940.6174,965520.8765,1868840.6174,8,15,81,127.1128517236,36.8175753988,0
571,965420.8765,1868240.6174,965520.8765,1868140.6174,15,15,82,127.1128834994,36.8112652448,0
570,965420.8765,1868340.6174,965520.8765,1868240.6174,14,15,83,127.1128789606,36.8121666958,0
569,965420.8765,1868440.6174,965520.8765,1868340.6174,13,15,84,127.1128744216,36.8130681466,0
568,965420.8765,1868540.6174,965520.8765,1868440.6174,12,15,85,127.1128698824,36.8139695973,0
575,965420.8765,1867840.6174,965520.8765,1867740.6174,19,15,86,127.1129016526,36.8076594395,3155
574,965420.8765,1867940.6174,965520.8765,1867840.6174,18,15,87,127.1128971146,36.808560891,0
573,965420.8765,1868040.6174,965520.8765,1867940.6174,17,15,88,127.1128925764,36.8094623424,0
572,965420.8765,1868140.6174,965520.8765,1868040.6174,16,15,89,127.112888038,36.8103637937,0
547,965320.8765,1866940.6174,965420.8765,1866840.6174,28,14,90,127.1118215491,36.7995427164,0
546,965320.8765,1867040.6174,965420.8765,1866940.6174,27,14,91,127.1118169998,36.800444169,18822
545,965320.8765,1867140.6174,965420.8765,1867040.6174,26,14,92,127.1118124503,36.8013456216,21770
544,965320.8765,1867240.6174,965420.8765,1867140.6174,25,14,93,127.1118079006,36.8022470739,18633
549,965320.8765,1866740.6174,965420.8765,1866640.6174,30,14,94,127.1118306471,36.7977398107,0
548,965320.8765,1866840.6174,965420.8765,1866740.6174,29,14,95,127.1118260982,36.7986412636,0
720,965820.8765,1868140.6174,965920.8765,1868040.6174,16,19,96,127.1173724157,36.8103783064,0
727,965820.8765,1867440.6174,965920.8765,1867340.6174,23,19,97,127.1174038123,36.8040681414,17101
726,965820.8765,1867540.6174,965920.8765,1867440.6174,22,19,98,127.1173993276,36.804969594,17101
725,965820.8765,1867640.6174,965920.8765,1867540.6174,21,19,99,127.1173948428,36.8058710464,0
724,965820.8765,1867740.6174,965920.8765,1867640.6174,20,19,100,127.1173903578,36.8067724987,0
728,965820.8765,1867340.6174,965920.8765,1867240.6174,24,19,101,127.1174082967,36.8031666888,0
715,965820.8765,1868640.6174,965920.8765,1868540.6174,11,19,102,127.1173499836,36.814885563,0
714,965820.8765,1868740.6174,965920.8765,1868640.6174,10,19,103,127.1173454966,36.8157870139,0
719,965820.8765,1868240.6174,965920.8765,1868140.6174,15,19,104,127.1173679297,36.811279758,0
718,965820.8765,1868340.6174,965920.8765,1868240.6174,14,19,105,127.1173634435,36.8121812095,0
717,965820.8765,1868440.6174,965920.8765,1868340.6174,13,19,106,127.1173589571,36.8130826608,0
716,965820.8765,1868540.6174,965920.8765,1868440.6174,12,19,107,127.1173544704,36.8139841119,0
754,965920.8765,1868440.6174,966020.8765,1868340.6174,13,20,108,127.1184800914,36.8130862629,0
753,965920.8765,1868540.6174,966020.8765,1868440.6174,12,20,109,127.1184756179,36.8139877142,0
752,965920.8765,1868640.6174,966020.8765,1868540.6174,11,20,110,127.1184711443,36.8148891653,0
761,965920.8765,1867740.6174,966020.8765,1867640.6174,20,20,111,127.1185114002,36.8067761,0
751,965920.8765,1868740.6174,966020.8765,1868640.6174,10,20,112,127.1184666704,36.8157906164,0
657,965620.8765,1867040.6174,965720.8765,1866940.6174,27,17,113,127.1151798486,36.8004550972,0
656,965620.8765,1867140.6174,965720.8765,1867040.6174,26,17,114,127.1151753385,36.8013565501,19976
643,965620.8765,1868440.6174,965720.8765,1868340.6174,13,17,115,127.1151166889,36.8130754248,0
642,965620.8765,1868540.6174,965720.8765,1868440.6174,12,17,116,127.115112176,36.8139768758,18011
641,965620.8765,1868640.6174,965720.8765,1868540.6174,11,17,117,127.1151076629,36.8148783266,0
640,965620.8765,1868740.6174,965720.8765,1868640.6174,10,17,118,127.1151031496,36.8157797772,67518
647,965620.8765,1868040.6174,965720.8765,1867940.6174,17,17,119,127.1151347386,36.8094696197,0
646,965620.8765,1868140.6174,965720.8765,1868040.6174,16,17,120,127.1151302265,36.8103710712,0
645,965620.8765,1868240.6174,965720.8765,1868140.6174,15,17,121,127.1151257142,36.8112725225,0
644,965620.8765,1868340.6174,965720.8765,1868240.6174,14,17,122,127.1151212016,36.8121739738,0
651,965620.8765,1867640.6174,965720.8765,1867540.6174,21,17,123,127.115152785,36.8058638124,16923
650,965620.8765,1867740.6174,965720.8765,1867640.6174,20,17,124,127.1151482737,36.8067652644,0
649,965620.8765,1867840.6174,965720.8765,1867740.6174,19,17,125,127.1151437622,36.8076667163,6200
648,965620.8765,1867940.6174,965720.8765,1867840.6174,18,17,126,127.1151392505,36.8085681681,0
655,965620.8765,1867240.6174,965720.8765,1867140.6174,25,17,127,127.1151708282,36.8022580028,19976
654,965620.8765,1867340.6174,965720.8765,1867240.6174,24,17,128,127.1151663177,36.8031594554,0
653,965620.8765,1867440.6174,965720.8765,1867340.6174,23,17,129,127.115161807,36.8040609079,0
652,965620.8765,1867540.6174,965720.8765,1867440.6174,22,17,130,127.1151572961,36.8049623602,0
691,965720.8765,1867340.6174,965820.8765,1867240.6174,24,18,131,127.1162873071,36.8031630774,0
690,965720.8765,1867440.6174,965820.8765,1867340.6174,23,18,132,127.1162828095,36.8040645299,17101
689,965720.8765,1867540.6174,965820.8765,1867440.6174,22,18,133,127.1162783118,36.8049659824,34024
688,965720.8765,1867640.6174,965820.8765,1867540.6174,21,18,134,127.1162738138,36.8058674347,16923
692,965720.8765,1867240.6174,965820.8765,1867140.6174,25,18,135,127.1162918045,36.8022616247,0
679,965720.8765,1868540.6174,965820.8765,1868440.6174,12,18,136,127.1162333231,36.8139804991,18011
678,965720.8765,1868640.6174,965820.8765,1868540.6174,11,18,137,127.1162288232,36.8148819501,0
677,965720.8765,1868740.6174,965820.8765,1868640.6174,10,18,138,127.116224323,36.8157834009,0
676,965720.8765,1868840.6174,965820.8765,1868740.6174,9,18,139,127.1162198226,36.8166848515,0
683,965720.8765,1868140.6174,965820.8765,1868040.6174,16,18,140,127.116251321,36.8103746941,0
682,965720.8765,1868240.6174,965820.8765,1868140.6174,15,18,141,127.1162468218,36.8112761456,0
681,965720.8765,1868340.6174,965820.8765,1868240.6174,14,18,142,127.1162423225,36.8121775969,0
680,965720.8765,1868440.6174,965820.8765,1868340.6174,13,18,143,127.1162378229,36.8130790481,8232
687,965720.8765,1867740.6174,965820.8765,1867640.6174,20,18,144,127.1162693156,36.8067688868,0
685,965720.8765,1867940.6174,965820.8765,1867840.6174,18,18,145,127.1162603187,36.8085717907,0
684,965720.8765,1868040.6174,965820.8765,1867940.6174,17,18,146,127.11625582,36.8094732425,0
790,966020.8765,1868540.6174,966120.8765,1868440.6174,12,21,147,127.1195967656,36.8139913058,0
789,966020.8765,1868640.6174,966120.8765,1868540.6174,11,21,148,127.1195923051,36.8148927571,0
788,966020.8765,1868740.6174,966120.8765,1868640.6174,10,21,149,127.1195878444,36.8157942082,0
83,964120.8765,1868940.6174,964220.8765,1868840.6174,8,2,150,127.0982761514,36.817527052,0
87,964120.8765,1868540.6174,964220.8765,1868440.6174,12,2,151,127.0982949939,36.8139212569,0
86,964120.8765,1868640.6174,964220.8765,1868540.6174,11,2,152,127.0982902836,36.8148227059,0
85,964120.8765,1868740.6174,964220.8765,1868640.6174,10,2,153,127.0982855731,36.8157241547,0
84,964120.8765,1868840.6174,964220.8765,1868740.6174,9,2,154,127.0982808624,36.8166256034,0
91,964120.8765,1868140.6174,964220.8765,1868040.6174,16,2,155,127.0983138329,36.8103154595,0
90,964120.8765,1868240.6174,964220.8765,1868140.6174,15,2,156,127.0983091235,36.8112169091,0
89,964120.8765,1868340.6174,964220.8765,1868240.6174,14,2,157,127.0983044138,36.8121183585,0
88,964120.8765,1868440.6174,964220.8765,1868340.6174,13,2,158,127.098299704,36.8130198078,0
95,964120.8765,1867740.6174,964220.8765,1867640.6174,20,2,159,127.0983326687,36.80670966,0
94,964120.8765,1867840.6174,964220.8765,1867740.6174,19,2,160,127.09832796,36.8076111101,0
93,964120.8765,1867940.6174,964220.8765,1867840.6174,18,2,161,127.0983232512,36.80851256,0
92,964120.8765,1868040.6174,964220.8765,1867940.6174,17,2,162,127.0983185422,36.8094140099,0
67,964020.8765,1866840.6174,964120.8765,1866740.6174,29,1,163,127.0972541163,36.7985928126,0
66,964020.8765,1866940.6174,964120.8765,1866840.6174,28,1,164,127.0972493965,36.7994942638,0
65,964020.8765,1867040.6174,964120.8765,1866940.6174,27,1,165,127.0972446764,36.8003957149,0
64,964020.8765,1867140.6174,964120.8765,1867040.6174,26,1,166,127.0972399561,36.8012971658,0
71,964020.8765,1866440.6174,964120.8765,1866340.6174,33,1,167,127.0972729937,36.7949870064,0
70,964020.8765,1866540.6174,964120.8765,1866440.6174,32,1,168,127.0972682747,36.7958884582,0
69,964020.8765,1866640.6174,964120.8765,1866540.6174,31,1,169,127.0972635554,36.7967899098,0
68,964020.8765,1866740.6174,964120.8765,1866640.6174,30,1,170,127.097258836,36.7976913613,0
74,964020.8765,1866140.6174,964120.8765,1866040.6174,36,1,171,127.0972871495,36.7922826503,0
73,964020.8765,1866240.6174,964120.8765,1866140.6174,35,1,172,127.0972824311,36.7931841025,0
72,964020.8765,1866340.6174,964120.8765,1866240.6174,34,1,173,127.0972777125,36.7940855545,0
119,964220.8765,1869040.6174,964320.8765,1868940.6174,7,3,174,127.0993926501,36.818432283,0
118,964220.8765,1869140.6174,964320.8765,1869040.6174,6,3,175,127.0993879519,36.8193337314,0
123,964220.8765,1868640.6174,964320.8765,1868540.6174,11,3,176,127.0994114408,36.8148264879,0
122,964220.8765,1868740.6174,964320.8765,1868640.6174,10,3,177,127.0994067434,36.8157279369,0
121,964220.8765,1868840.6174,964320.8765,1868740.6174,9,3,178,127.0994020458,36.8166293857,0
120,964220.8765,1868940.6174,964320.8765,1868840.6174,8,3,179,127.0993973481,36.8175308344,0
127,964220.8765,1868240.6174,964320.8765,1868140.6174,15,3,180,127.0994302281,36.8112206906,0
126,964220.8765,1868340.6174,964320.8765,1868240.6174,14,3,181,127.0994255316,36.8121221402,0
125,964220.8765,1868440.6174,964320.8765,1868340.6174,13,3,182,127.0994208348,36.8130235895,0
124,964220.8765,1868540.6174,964320.8765,1868440.6174,12,3,183,127.0994161379,36.8139250388,0
99,964120.8765,1867340.6174,964220.8765,1867240.6174,24,2,184,127.098351501,36.8031038583,0
98,964120.8765,1867440.6174,964220.8765,1867340.6174,23,2,185,127.0983467933,36.8040053089,0
97,964120.8765,1867540.6174,964220.8765,1867440.6174,22,2,186,127.0983420853,36.8049067594,0
96,964120.8765,1867640.6174,964220.8765,1867540.6174,21,2,187,127.0983373771,36.8058082098,0
103,964120.8765,1866940.6174,964220.8765,1866840.6174,28,2,188,127.0983703301,36.7994980543,0
102,964120.8765,1867040.6174,964220.8765,1866940.6174,27,2,189,127.0983656231,36.8003995055,0
101,964120.8765,1867140.6174,964220.8765,1867040.6174,26,2,190,127.098360916,36.8013009566,0
100,964120.8765,1867240.6174,964220.8765,1867140.6174,25,2,191,127.0983562086,36.8022024075,0
107,964120.8765,1866540.6174,964220.8765,1866440.6174,32,2,192,127.0983891557,36.7958922482,227
106,964120.8765,1866640.6174,964220.8765,1866540.6174,31,2,193,127.0983844496,36.7967936999,0
105,964120.8765,1866740.6174,964220.8765,1866640.6174,30,2,194,127.0983797433,36.7976951515,0
104,964120.8765,1866840.6174,964220.8765,1866740.6174,29,2,195,127.0983750368,36.798596603,0
111,964120.8765,1866140.6174,964220.8765,1866040.6174,36,2,196,127.098407978,36.7922864399,0
110,964120.8765,1866240.6174,964220.8765,1866140.6174,35,2,197,127.0984032728,36.7931878922,61
109,964120.8765,1866340.6174,964220.8765,1866240.6174,34,2,198,127.0983985673,36.7940893443,0
108,964120.8765,1866440.6174,964220.8765,1866340.6174,33,2,199,127.0983938616,36.7949907963,227
23,963920.8765,1867540.6174,964020.8765,1867440.6174,22,0,200,127.0961000607,36.8048991664,0
27,963920.8765,1867140.6174,964020.8765,1867040.6174,26,0,201,127.0961189965,36.8012933645,0
26,963920.8765,1867240.6174,964020.8765,1867140.6174,25,0,202,127.0961142628,36.8021948152,0
25,963920.8765,1867340.6174,964020.8765,1867240.6174,24,0,203,127.096109529,36.8030962657,0
24,963920.8765,1867440.6174,964020.8765,1867340.6174,23,0,204,127.0961047949,36.8039977161,0
31,963920.8765,1866740.6174,964020.8765,1866640.6174,30,0,205,127.0961379289,36.7976875605,0
30,963920.8765,1866840.6174,964020.8765,1866740.6174,29,0,206,127.0961331961,36.7985890117,0
29,963920.8765,1866940.6174,964020.8765,1866840.6174,28,0,207,127.0961284631,36.7994904628,0
28,963920.8765,1867040.6174,964020.8765,1866940.6174,27,0,208,127.0961237299,36.8003919137,0
12,963920.8765,1868640.6174,964020.8765,1868540.6174,11,0,209,127.0960479699,36.8148151101,0
51,964020.8765,1868440.6174,964120.8765,1868340.6174,13,1,210,127.0971785733,36.8130160154,0
50,964020.8765,1868540.6174,964120.8765,1868440.6174,12,1,211,127.09717385,36.8139174644,0
49,964020.8765,1868640.6174,964120.8765,1868540.6174,11,1,212,127.0971691266,36.8148189133,0
48,964020.8765,1868740.6174,964120.8765,1868640.6174,10,1,213,127.097164403,36.815720362,0
59,964020.8765,1867640.6174,964120.8765,1867540.6174,21,1,214,127.0972163515,36.8058044184,0
63,964020.8765,1867240.6174,964120.8765,1867140.6174,25,1,215,127.0972352356,36.8021986166,0
62,964020.8765,1867340.6174,964120.8765,1867240.6174,24,1,216,127.0972305149,36.8031000673,0
61,964020.8765,1867440.6174,964120.8765,1867340.6174,23,1,217,127.097225794,36.8040015178,0
60,964020.8765,1867540.6174,964120.8765,1867440.6174,22,1,218,127.0972210729,36.8049029682,0
34,963920.8765,1866440.6174,964020.8765,1866340.6174,33,0,219,127.096152126,36.794983206,0
33,963920.8765,1866540.6174,964020.8765,1866440.6174,32,0,220,127.0961473939,36.7958846576,0
32,963920.8765,1866640.6174,964020.8765,1866540.6174,31,0,221,127.0961426615,36.7967861091,0
47,964020.8765,1868840.6174,964120.8765,1868740.6174,9,1,222,127.0971596791,36.8166218106,0
211,964420.8765,1867240.6174,964520.8765,1867140.6174,25,5,223,127.1017191288,36.8022137167,0
210,964420.8765,1867340.6174,964520.8765,1867240.6174,24,5,224,127.1017144607,36.8031151679,0
209,964420.8765,1867440.6174,964520.8765,1867340.6174,23,5,225,127.1017097923,36.8040166189,0
208,964420.8765,1867540.6174,964520.8765,1867440.6174,22,5,226,127.1017051237,36.8049180698,0
215,964420.8765,1866840.6174,964520.8765,1866740.6174,29,5,227,127.1017377994,36.7986079108,0
214,964420.8765,1866940.6174,964520.8765,1866840.6174,28,5,228,127.101733132,36.7995093625,0
213,964420.8765,1867040.6174,964520.8765,1866940.6174,27,5,229,127.1017284645,36.800410814,15658
212,964420.8765,1867140.6174,964520.8765,1867040.6174,26,5,230,127.1017237968,36.8013122654,0
219,964420.8765,1866440.6174,964520.8765,1866340.6174,33,5,231,127.1017564666,36.7950021026,0
218,964420.8765,1866540.6174,964520.8765,1866440.6174,32,5,232,127.1017518001,36.7959035549,0
217,964420.8765,1866640.6174,964520.8765,1866540.6174,31,5,233,127.1017471334,36.796805007,0
216,964420.8765,1866740.6174,964520.8765,1866640.6174,30,5,234,127.1017424665,36.7977064589,0
223,964520.8765,1869740.6174,964620.8765,1869640.6174,0,6,235,127.1027236651,36.8247537058,0
195,964420.8765,1868840.6174,964520.8765,1868740.6174,9,5,236,127.1016444134,36.8166369186,9701
194,964420.8765,1868940.6174,964520.8765,1868840.6174,8,5,237,127.1016397419,36.8175383675,9701
193,964420.8765,1869040.6174,964520.8765,1868940.6174,7,5,238,127.1016350702,36.8184398163,4612
192,964420.8765,1869140.6174,964520.8765,1869040.6174,6,5,239,127.1016303983,36.819341265,2953
199,964420.8765,1868440.6174,964520.8765,1868340.6174,13,5,240,127.1016630972,36.8130311214,0
198,964420.8765,1868540.6174,964520.8765,1868440.6174,12,5,241,127.1016584266,36.8139325709,0
197,964420.8765,1868640.6174,964520.8765,1868540.6174,11,5,242,127.1016537557,36.8148340203,0
196,964420.8765,1868740.6174,964520.8765,1868640.6174,10,5,243,127.1016490847,36.8157354695,0
203,964420.8765,1868040.6174,964520.8765,1867940.6174,17,5,244,127.1016817778,36.8094253221,0
202,964420.8765,1868140.6174,964520.8765,1868040.6174,16,5,245,127.1016771079,36.8103267721,0
201,964420.8765,1868240.6174,964520.8765,1868140.6174,15,5,246,127.1016724379,36.811228222,0
200,964420.8765,1868340.6174,964520.8765,1868240.6174,14,5,247,127.1016677677,36.8121296718,0
207,964420.8765,1867640.6174,964520.8765,1867540.6174,21,5,248,127.1017004549,36.8058195205,0
206,964420.8765,1867740.6174,964520.8765,1867640.6174,20,5,249,127.101695786,36.8067209711,0
205,964420.8765,1867840.6174,964520.8765,1867740.6174,19,5,250,127.1016911168,36.8076224215,0
204,964420.8765,1867940.6174,964520.8765,1867840.6174,18,5,251,127.1016864474,36.8085238719,0
243,964520.8765,1867740.6174,964620.8765,1867640.6174,20,6,252,127.1028168255,36.8067247203,0
242,964520.8765,1867840.6174,964620.8765,1867740.6174,19,6,253,127.1028121694,36.8076261709,0
241,964520.8765,1867940.6174,964620.8765,1867840.6174,18,6,254,127.1028075132,36.8085276213,9197
240,964520.8765,1868040.6174,964620.8765,1867940.6174,17,6,255,127.1028028567,36.8094290716,0
247,964520.8765,1867340.6174,964620.8765,1867240.6174,24,6,256,127.1028354476,36.8031189166,0
246,964520.8765,1867440.6174,964620.8765,1867340.6174,23,6,257,127.1028307924,36.8040203677,0
245,964520.8765,1867540.6174,964620.8765,1867440.6174,22,6,258,127.102826137,36.8049218187,0
244,964520.8765,1867640.6174,964620.8765,1867540.6174,21,6,259,127.1028214813,36.8058232696,0
251,964520.8765,1866940.6174,964620.8765,1866840.6174,28,6,260,127.1028540664,36.7995131107,0
250,964520.8765,1867040.6174,964620.8765,1866940.6174,27,6,261,127.102849412,36.8004145624,0
249,964520.8765,1867140.6174,964620.8765,1867040.6174,26,6,262,127.1028447574,36.8013160139,0
248,964520.8765,1867240.6174,964620.8765,1867140.6174,25,6,263,127.1028401026,36.8022174653,0
253,964520.8765,1866740.6174,964620.8765,1866640.6174,30,6,264,127.1028633746,36.7977102069,0
252,964520.8765,1866840.6174,964620.8765,1866740.6174,29,6,265,127.1028587206,36.7986116589,0
