id,left,top,right,bottom,row_index,col_index,ID_1,x,y,버스이용량
227,964520.8765,1869340.6174,964620.8765,1869240.6174,4,6,266,127.1027423038,36.8211479131,7059
226,964520.8765,1869440.6174,964620.8765,1869340.6174,3,6,267,127.1027376444,36.8220493615,2939
225,964520.8765,1869540.6174,964620.8765,1869440.6174,2,6,268,127.1027329848,36.8229508097,20432
224,964520.8765,1869640.6174,964620.8765,1869540.6174,1,6,269,127.1027283251,36.8238522578,14425
231,964520.8765,1868940.6174,964620.8765,1868840.6174,8,6,270,127.1027609392,36.8175421182,4856
230,964520.8765,1869040.6174,964620.8765,1868940.6174,7,6,271,127.1027562806,36.8184435671,0
229,964520.8765,1869140.6174,964620.8765,1869040.6174,6,6,272,127.1027516219,36.8193450159,0
228,964520.8765,1869240.6174,964620.8765,1869140.6174,5,6,273,127.1027469629,36.8202464646,0
235,964520.8765,1868540.6174,964620.8765,1868440.6174,12,6,274,127.1027795713,36.8139363211,0
234,964520.8765,1868640.6174,964620.8765,1868540.6174,11,6,275,127.1027749135,36.8148377706,0
233,964520.8765,1868740.6174,964620.8765,1868640.6174,10,6,276,127.1027702556,36.8157392199,0
232,964520.8765,1868840.6174,964620.8765,1868740.6174,9,6,277,127.1027655975,36.8166406691,4856
239,964520.8765,1868140.6174,964620.8765,1868040.6174,16,6,278,127.1027982,36.8103305218,0
238,964520.8765,1868240.6174,964620.8765,1868140.6174,15,6,279,127.1027935431,36.8112319718,0
237,964520.8765,1868340.6174,964620.8765,1868240.6174,14,6,280,127.1027888861,36.8121334217,0
236,964520.8765,1868440.6174,964620.8765,1868340.6174,13,6,281,127.1027842288,36.8130348715,0
147,964220.8765,1866240.6174,964320.8765,1866140.6174,35,3,282,127.0995241146,36.7931916712,132
146,964220.8765,1866340.6174,964320.8765,1866240.6174,34,3,283,127.0995194223,36.7940931235,132
145,964220.8765,1866440.6174,964320.8765,1866340.6174,33,3,284,127.0995147297,36.7949945756,227
144,964220.8765,1866540.6174,964320.8765,1866440.6174,32,3,285,127.099510037,36.7958960276,227
148,964220.8765,1866140.6174,964320.8765,1866040.6174,36,3,286,127.0995288068,36.7922902188,0
155,964320.8765,1869140.6174,964420.8765,1869040.6174,6,4,287,127.100509175,36.8193375035,2953
154,964320.8765,1869240.6174,964420.8765,1869140.6174,5,4,288,127.1005044898,36.8202389519,2953
153,964320.8765,1869340.6174,964420.8765,1869240.6174,4,4,289,127.1004998043,36.8211404002,0
159,964320.8765,1868740.6174,964420.8765,1868640.6174,10,4,290,127.1005279139,36.8157317085,0
158,964320.8765,1868840.6174,964420.8765,1868740.6174,9,4,291,127.1005232295,36.8166331574,0
157,964320.8765,1868940.6174,964420.8765,1868840.6174,8,4,292,127.1005185449,36.8175346063,4612
156,964320.8765,1869040.6174,964420.8765,1868940.6174,7,4,293,127.1005138601,36.8184360549,4612
131,964220.8765,1867840.6174,964320.8765,1867740.6174,19,3,294,127.0994490121,36.8076148911,0
130,964220.8765,1867940.6174,964320.8765,1867840.6174,18,3,295,127.0994443164,36.8085163412,0
129,964220.8765,1868040.6174,964320.8765,1867940.6174,17,3,296,127.0994396205,36.8094177912,0
128,964220.8765,1868140.6174,964320.8765,1868040.6174,16,3,297,127.0994349244,36.810319241,0
135,964220.8765,1867440.6174,964320.8765,1867340.6174,23,3,298,127.0994677927,36.8040090895,0
134,964220.8765,1867540.6174,964320.8765,1867440.6174,22,3,299,127.0994630979,36.8049105401,0
133,964220.8765,1867640.6174,964320.8765,1867540.6174,21,3,300,127.0994584028,36.8058119906,0
132,964220.8765,1867740.6174,964320.8765,1867640.6174,20,3,301,127.0994537076,36.8067134409,0
139,964220.8765,1867040.6174,964320.8765,1866940.6174,27,3,302,127.09948657,36.8004032856,0
138,964220.8765,1867140.6174,964320.8765,1867040.6174,26,3,303,127.099481876,36.8013047368,0
137,964220.8765,1867240.6174,964320.8765,1867140.6174,25,3,304,127.0994771818,36.8022061878,0
136,964220.8765,1867340.6174,964320.8765,1867240.6174,24,3,305,127.0994724874,36.8031076387,0
143,964220.8765,1866640.6174,964320.8765,1866540.6174,31,3,306,127.099505344,36.7967974795,72980
142,964220.8765,1866740.6174,964320.8765,1866640.6174,30,3,307,127.0995006508,36.7976989312,72980
141,964220.8765,1866840.6174,964320.8765,1866740.6174,29,3,308,127.0994959574,36.7986003828,0
140,964220.8765,1866940.6174,964320.8765,1866840.6174,28,3,309,127.0994912638,36.7995018343,0
179,964320.8765,1866740.6174,964420.8765,1866640.6174,30,4,310,127.1006215585,36.7977027004,72980
178,964320.8765,1866840.6174,964420.8765,1866740.6174,29,4,311,127.1006168783,36.7986041521,0
177,964320.8765,1866940.6174,964420.8765,1866840.6174,28,4,312,127.1006121978,36.7995056037,15658
176,964320.8765,1867040.6174,964420.8765,1866940.6174,27,4,313,127.1006075172,36.8004070551,19074
183,964320.8765,1866340.6174,964420.8765,1866240.6174,34,4,314,127.1006402775,36.7940968921,0
182,964320.8765,1866440.6174,964420.8765,1866340.6174,33,4,315,127.1006355981,36.7949983444,3164
181,964320.8765,1866540.6174,964420.8765,1866440.6174,32,4,316,127.1006309184,36.7958997965,3164
180,964320.8765,1866640.6174,964420.8765,1866540.6174,31,4,317,127.1006262386,36.7968012485,72980
187,964420.8765,1869640.6174,964520.8765,1869540.6174,1,5,318,127.1016070358,36.8238485063,0
186,964420.8765,1869740.6174,964520.8765,1869640.6174,0,5,319,127.1016023626,36.8247499541,0
185,964320.8765,1866140.6174,964420.8765,1866040.6174,36,4,320,127.1006496357,36.7922939872,0
184,964320.8765,1866240.6174,964420.8765,1866140.6174,35,4,321,127.1006449567,36.7931954397,71
191,964420.8765,1869240.6174,964520.8765,1869140.6174,5,5,322,127.1016257262,36.8202427135,10012
190,964420.8765,1869340.6174,964520.8765,1869240.6174,4,5,323,127.1016210539,36.8211441619,9998
189,964420.8765,1869440.6174,964520.8765,1869340.6174,3,5,324,127.1016163814,36.8220456102,2939
188,964420.8765,1869540.6174,964520.8765,1869440.6174,2,5,325,127.1016117087,36.8229470583,14425
163,964320.8765,1868340.6174,964420.8765,1868240.6174,14,4,326,127.1005466495,36.8121259112,0
162,964320.8765,1868440.6174,964420.8765,1868340.6174,13,4,327,127.1005419659,36.8130273608,0
161,964320.8765,1868540.6174,964420.8765,1868440.6174,12,4,328,127.1005372821,36.8139288101,0
160,964320.8765,1868640.6174,964420.8765,1868540.6174,11,4,329,127.1005325981,36.8148302594,0
167,964320.8765,1867940.6174,964420.8765,1867840.6174,18,4,330,127.1005653818,36.8085201118,0
166,964320.8765,1868040.6174,964420.8765,1867940.6174,17,4,331,127.100560699,36.8094215619,0
165,964320.8765,1868140.6174,964420.8765,1868040.6174,16,4,332,127.1005560161,36.8103230118,0
164,964320.8765,1868240.6174,964420.8765,1868140.6174,15,4,333,127.1005513329,36.8112244616,0
171,964320.8765,1867540.6174,964420.8765,1867440.6174,22,4,334,127.1005841107,36.8049143102,0
170,964320.8765,1867640.6174,964420.8765,1867540.6174,21,4,335,127.1005794288,36.8058157608,0
169,964320.8765,1867740.6174,964420.8765,1867640.6174,20,4,336,127.1005747467,36.8067172113,0
168,964320.8765,1867840.6174,964420.8765,1867740.6174,19,4,337,127.1005700643,36.8076186616,0
175,964320.8765,1867140.6174,964420.8765,1867040.6174,26,4,338,127.1006028363,36.8013085064,3416
174,964320.8765,1867240.6174,964420.8765,1867140.6174,25,4,339,127.1005981552,36.8022099575,0
173,964320.8765,1867340.6174,964420.8765,1867240.6174,24,4,340,127.1005934739,36.8031114086,0
172,964320.8765,1867440.6174,964420.8765,1867340.6174,23,4,341,127.1005887924,36.8040128595,0
339,964820.8765,1869240.6174,964920.8765,1869140.6174,5,9,342,127.1061106742,36.8202576543,0
338,964820.8765,1869340.6174,964920.8765,1869240.6174,4,9,343,127.1061060545,36.8211591032,0
337,964820.8765,1869440.6174,964920.8765,1869340.6174,3,9,344,127.1061014346,36.822060552,15694
336,964820.8765,1869540.6174,964920.8765,1869440.6174,2,9,345,127.1060968145,36.8229620006,29616
343,964820.8765,1868840.6174,964920.8765,1868740.6174,9,9,346,127.106129151,36.8166518574,23374
342,964820.8765,1868940.6174,964920.8765,1868840.6174,8,9,347,127.1061245321,36.8175533069,23374
341,964820.8765,1869040.6174,964920.8765,1868940.6174,7,9,348,127.106119913,36.8184547562,0
340,964820.8765,1869140.6174,964920.8765,1869040.6174,6,9,349,127.1061152937,36.8193562053,0
347,964820.8765,1868440.6174,964920.8765,1868340.6174,13,9,350,127.1061476245,36.8130460583,0
346,964820.8765,1868540.6174,964920.8765,1868440.6174,12,9,351,127.1061430065,36.8139475083,21268
345,964820.8765,1868640.6174,964920.8765,1868540.6174,11,9,352,127.1061383882,36.8148489582,12464
344,964820.8765,1868740.6174,964920.8765,1868640.6174,10,9,353,127.1061337697,36.8157504079,12464
351,964820.8765,1868040.6174,964920.8765,1867940.6174,17,9,354,127.1061660948,36.809440257,0
350,964820.8765,1868140.6174,964920.8765,1868040.6174,16,9,355,127.1061614775,36.8103417075,0
349,964820.8765,1868240.6174,964920.8765,1868140.6174,15,9,356,127.1061568601,36.8112431579,0
348,964820.8765,1868340.6174,964920.8765,1868240.6174,14,9,357,127.1061522424,36.8121446082,0
323,964720.8765,1867140.6174,964820.8765,1867040.6174,26,8,358,127.1050866794,36.8013234792,93070
322,964720.8765,1867240.6174,964820.8765,1867140.6174,25,8,359,127.1050820509,36.8022249309,47775
321,964720.8765,1867340.6174,964820.8765,1867240.6174,24,8,360,127.1050774222,36.8031263824,0
320,964720.8765,1867440.6174,964820.8765,1867340.6174,23,8,361,127.1050727932,36.8040278338,0
326,964720.8765,1866840.6174,964820.8765,1866740.6174,29,8,362,127.1051005638,36.7986191235,0
325,964720.8765,1866940.6174,964820.8765,1866840.6174,28,8,363,127.1050959359,36.7995205755,0
324,964720.8765,1867040.6174,964820.8765,1866940.6174,27,8,364,127.1050913078,36.8004220274,0
335,964820.8765,1869640.6174,964920.8765,1869540.6174,1,9,365,127.1060921942,36.8238634491,13922
375,964920.8765,1869340.6174,965020.8765,1869240.6174,4,10,366,127.1072273052,36.8211628121,15867
374,964920.8765,1869440.6174,965020.8765,1869340.6174,3,10,367,127.1072226984,36.822064261,20501
373,964920.8765,1869540.6174,965020.8765,1869440.6174,2,10,368,127.1072180915,36.8229657097,4634
372,964920.8765,1869640.6174,965020.8765,1869540.6174,1,10,369,127.1072134843,36.8238671583,0
379,964920.8765,1868940.6174,965020.8765,1868840.6174,8,10,370,127.1072457302,36.8175570153,23374
378,964920.8765,1869040.6174,965020.8765,1868940.6174,7,10,371,127.1072411243,36.8184584647,0
377,964920.8765,1869140.6174,965020.8765,1869040.6174,6,10,372,127.1072365181,36.819359914,7947
376,964920.8765,1869240.6174,965020.8765,1869140.6174,5,10,373,127.1072319118,36.8202613631,7947
383,964920.8765,1868540.6174,965020.8765,1868440.6174,12,10,374,127.1072641519,36.8139512162,0
382,964920.8765,1868640.6174,965020.8765,1868540.6174,11,10,375,127.1072595468,36.8148526662,0
381,964920.8765,1868740.6174,965020.8765,1868640.6174,10,10,376,127.1072549415,36.815754116,0
380,964920.8765,1868840.6174,965020.8765,1868740.6174,9,10,377,127.107250336,36.8166555657,23374
355,964820.8765,1867640.6174,964920.8765,1867540.6174,21,9,378,127.1061845617,36.8058344535,0
354,964820.8765,1867740.6174,964920.8765,1867640.6174,20,9,379,127.1061799453,36.8067359046,7796
353,964820.8765,1867840.6174,964920.8765,1867740.6174,19,9,380,127.1061753286,36.8076373555,7796
352,964820.8765,1867940.6174,964920.8765,1867840.6174,18,9,381,127.1061707118,36.8085388063,4373
359,964820.8765,1867240.6174,964920.8765,1867140.6174,25,9,382,127.1062030253,36.8022286478,11000
358,964820.8765,1867340.6174,964920.8765,1867240.6174,24,9,383,127.1061984097,36.8031300994,0
357,964820.8765,1867440.6174,964920.8765,1867340.6174,23,9,384,127.1061937939,36.8040315509,0
356,964820.8765,1867540.6174,964920.8765,1867440.6174,22,9,385,127.1061891779,36.8049330023,0
363,964820.8765,1866840.6174,964920.8765,1866740.6174,29,9,386,127.1062214857,36.7986228399,0
362,964820.8765,1866940.6174,964920.8765,1866840.6174,28,9,387,127.1062168709,36.7995242921,0
361,964820.8765,1867040.6174,964920.8765,1866940.6174,27,9,388,127.1062122559,36.8004257441,0
360,964820.8765,1867140.6174,964920.8765,1867040.6174,26,9,389,127.1062076407,36.801327196,11000
364,964820.8765,1866740.6174,964920.8765,1866640.6174,30,9,390,127.1062261003,36.7977213876,0
275,964620.8765,1868240.6174,964720.8765,1868140.6174,15,7,391,127.1039146486,36.8112357111,13834
274,964620.8765,1868340.6174,964720.8765,1868240.6174,14,7,392,127.1039100046,36.8121371611,21113
273,964620.8765,1868440.6174,964720.8765,1868340.6174,13,7,393,127.1039053605,36.813038611,0
272,964620.8765,1868540.6174,964720.8765,1868440.6174,12,7,394,127.1039007161,36.8139400607,0
279,964620.8765,1867840.6174,964720.8765,1867740.6174,19,7,395,127.1039332223,36.8076299097,22259
278,964620.8765,1867940.6174,964720.8765,1867840.6174,18,7,396,127.1039285792,36.8085313602,39734
277,964620.8765,1868040.6174,964720.8765,1867940.6174,17,7,397,127.1039239358,36.8094328107,17475
276,964620.8765,1868140.6174,964720.8765,1868040.6174,16,7,398,127.1039192923,36.810334261,13834
283,964620.8765,1867440.6174,964720.8765,1867340.6174,23,7,399,127.1039517927,36.804024106,0
282,964620.8765,1867540.6174,964720.8765,1867440.6174,22,7,400,127.1039471504,36.8049255572,0
281,964620.8765,1867640.6174,964720.8765,1867540.6174,21,7,401,127.1039425079,36.8058270081,0
280,964620.8765,1867740.6174,964720.8765,1867640.6174,20,7,402,127.1039378652,36.806728459,0
287,964620.8765,1867040.6174,964720.8765,1866940.6174,27,7,403,127.1039703598,36.8004183002,45295
286,964620.8765,1867140.6174,964720.8765,1867040.6174,26,7,404,127.1039657183,36.8013197519,93070
285,964620.8765,1867240.6174,964720.8765,1867140.6174,25,7,405,127.1039610767,36.8022212034,47775
284,964620.8765,1867340.6174,964720.8765,1867240.6174,24,7,406,127.1039564348,36.8031226548,0
263,964620.8765,1869440.6174,964720.8765,1869340.6174,3,7,407,127.1038589076,36.8220531022,0
262,964620.8765,1869540.6174,964720.8765,1869440.6174,2,7,408,127.1038542612,36.8229545506,6007
261,964620.8765,1869640.6174,964720.8765,1869540.6174,1,7,409,127.1038496145,36.8238559988,0
260,964620.8765,1869740.6174,964720.8765,1869640.6174,0,7,410,127.1038449677,36.8247574469,0
267,964620.8765,1869040.6174,964720.8765,1868940.6174,7,7,411,127.1038774912,36.8184473074,0
266,964620.8765,1869140.6174,964720.8765,1869040.6174,6,7,412,127.1038728456,36.8193487563,0
265,964620.8765,1869240.6174,964720.8765,1869140.6174,5,7,413,127.1038681998,36.8202502051,0
264,964620.8765,1869340.6174,964720.8765,1869240.6174,4,7,414,127.1038635538,36.8211516537,0
271,964620.8765,1868640.6174,964720.8765,1868540.6174,11,7,415,127.1038960716,36.8148415104,0
270,964620.8765,1868740.6174,964720.8765,1868640.6174,10,7,416,127.1038914268,36.8157429598,6428
269,964620.8765,1868840.6174,964720.8765,1868740.6174,9,7,417,127.1038867818,36.8166444091,14493
268,964620.8765,1868940.6174,964720.8765,1868840.6174,8,7,418,127.1038821366,36.8175458583,8065
307,964720.8765,1868740.6174,964820.8765,1868640.6174,10,8,419,127.1050125981,36.8157466891,0
306,964720.8765,1868840.6174,964820.8765,1868740.6174,9,8,420,127.1050079663,36.8166481386,14493
305,964720.8765,1868940.6174,964820.8765,1868840.6174,8,8,421,127.1050033343,36.8175495879,0
304,964720.8765,1869040.6174,964820.8765,1868940.6174,7,8,422,127.104998702,36.8184510371,0
311,964720.8765,1868340.6174,964820.8765,1868240.6174,14,8,423,127.1050311234,36.81214089,21113
310,964720.8765,1868440.6174,964820.8765,1868340.6174,13,8,424,127.1050264924,36.81304234,21268
309,964720.8765,1868540.6174,964820.8765,1868440.6174,12,8,425,127.1050218612,36.8139437898,21268
308,964720.8765,1868640.6174,964820.8765,1868540.6174,11,8,426,127.1050172298,36.8148452395,12464
315,964720.8765,1867940.6174,964820.8765,1867840.6174,18,8,427,127.1050496454,36.8085350886,22259
314,964720.8765,1868040.6174,964820.8765,1867940.6174,17,8,428,127.1050450152,36.8094365391,8278
313,964720.8765,1868140.6174,964820.8765,1868040.6174,16,8,429,127.1050403848,36.8103379895,13834
312,964720.8765,1868240.6174,964820.8765,1868140.6174,15,8,430,127.1050357542,36.8112394398,34947
319,964720.8765,1867540.6174,964820.8765,1867440.6174,22,8,431,127.1050681641,36.804929285,0
318,964720.8765,1867640.6174,964820.8765,1867540.6174,21,8,432,127.1050635347,36.8058307361,0
317,964720.8765,1867740.6174,964820.8765,1867640.6174,20,8,433,127.1050589051,36.8067321871,0
316,964720.8765,1867840.6174,964820.8765,1867740.6174,19,8,434,127.1050542754,36.8076336379,22259
289,964620.8765,1866840.6174,964720.8765,1866740.6174,29,7,435,127.1039796421,36.7986153965,0
288,964620.8765,1866940.6174,964720.8765,1866840.6174,28,7,436,127.1039750011,36.7995168484,0
299,964720.8765,1869540.6174,964820.8765,1869440.6174,2,8,437,127.1049755377,36.8229582809,0
298,964720.8765,1869640.6174,964820.8765,1869540.6174,1,8,438,127.1049709043,36.8238597292,13922
297,964720.8765,1869740.6174,964820.8765,1869640.6174,0,8,439,127.1049662706,36.8247611774,0
303,964720.8765,1869140.6174,964820.8765,1869040.6174,6,8,440,127.1049940696,36.8193524861,0
302,964720.8765,1869240.6174,964820.8765,1869140.6174,5,8,441,127.1049894369,36.820253935,0
301,964720.8765,1869340.6174,964820.8765,1869240.6174,4,8,442,127.1049848041,36.8211553838,0
300,964720.8765,1869440.6174,964820.8765,1869340.6174,3,8,443,127.104980171,36.8220568324,11060
467,965120.8765,1867540.6174,965220.8765,1867440.6174,22,12,444,127.1095522207,36.8049440907,0
466,965120.8765,1867640.6174,965220.8765,1867540.6174,21,12,445,127.1095476439,36.8058455423,0
465,965120.8765,1867740.6174,965220.8765,1867640.6174,20,12,446,127.1095430669,36.8067469938,0
464,965120.8765,1867840.6174,965220.8765,1867740.6174,19,12,447,127.1095384897,36.8076484451,0
471,965120.8765,1867140.6174,965220.8765,1867040.6174,26,12,448,127.1095705259,36.801338283,20845
470,965120.8765,1867240.6174,965220.8765,1867140.6174,25,12,449,127.1095659499,36.8022397352,20845
469,965120.8765,1867340.6174,965220.8765,1867240.6174,24,12,450,127.1095613737,36.8031411872,0
468,965120.8765,1867440.6174,965220.8765,1867340.6174,23,12,451,127.1095567973,36.804042639,0
475,965120.8765,1866740.6174,965220.8765,1866640.6174,30,12,452,127.1095888278,36.7977324731,21385
474,965120.8765,1866840.6174,965220.8765,1866740.6174,29,12,453,127.1095842526,36.7986339258,9791
473,965120.8765,1866940.6174,965220.8765,1866840.6174,28,12,454,127.1095796772,36.7995353784,0
472,965120.8765,1867040.6174,965220.8765,1866940.6174,27,12,455,127.1095751017,36.8004368308,0
451,965120.8765,1869140.6174,965220.8765,1869040.6174,6,12,456,127.1094789675,36.8193672996,0
450,965120.8765,1869240.6174,965220.8765,1869140.6174,5,12,457,127.1094743874,36.8202687489,0
449,965120.8765,1869340.6174,965220.8765,1869240.6174,4,12,458,127.1094698071,36.8211701982,0
448,965120.8765,1869440.6174,965220.8765,1869340.6174,3,12,459,127.1094652267,36.8220716473,0
455,965120.8765,1868740.6174,965220.8765,1868640.6174,10,12,460,127.1094972857,36.8157615007,140627
454,965120.8765,1868840.6174,965220.8765,1868740.6174,9,12,461,127.1094927064,36.8166629506,59525
453,965120.8765,1868940.6174,965220.8765,1868840.6174,8,12,462,127.109488127,36.8175644004,0
452,965120.8765,1869040.6174,965220.8765,1868940.6174,7,12,463,127.1094835473,36.81846585,0
459,965120.8765,1868340.6174,965220.8765,1868240.6174,14,12,464,127.1095156006,36.8121556996,0
458,965120.8765,1868440.6174,965220.8765,1868340.6174,13,12,465,127.1095110222,36.81305715,16205
457,965120.8765,1868540.6174,965220.8765,1868440.6174,12,12,466,127.1095064435,36.8139586004,16205
456,965120.8765,1868640.6174,965220.8765,1868540.6174,11,12,467,127.1095018647,36.8148600506,0
463,965120.8765,1867940.6174,965220.8765,1867840.6174,18,12,468,127.1095339123,36.8085498962,0
462,965120.8765,1868040.6174,965220.8765,1867940.6174,17,12,469,127.1095293347,36.8094513473,0
461,965120.8765,1868140.6174,965220.8765,1868040.6174,16,12,470,127.1095247568,36.8103527982,0
460,965120.8765,1868240.6174,965220.8765,1868140.6174,15,12,471,127.1095201788,36.8112542489,62626
499,965220.8765,1868040.6174,965320.8765,1867940.6174,17,13,472,127.110650415,36.8094550229,15206
498,965220.8765,1868140.6174,965320.8765,1868040.6174,16,13,473,127.1106458504,36.8103564739,0
497,965220.8765,1868240.6174,965320.8765,1868140.6174,15,13,474,127.1106412855,36.8112579248,60875
496,965220.8765,1868340.6174,965320.8765,1868240.6174,14,13,475,127.1106367204,36.8121593755,0
503,965220.8765,1867640.6174,965320.8765,1867540.6174,21,13,476,127.1106686717,36.8058492175,0
502,965220.8765,1867740.6174,965320.8765,1867640.6174,20,13,477,127.1106641078,36.806750669,23004
501,965220.8765,1867840.6174,965320.8765,1867740.6174,19,13,478,127.1106595438,36.8076521205,0
500,965220.8765,1867940.6174,965320.8765,1867840.6174,18,13,479,127.1106549795,36.8085535717,33233
507,965220.8765,1867240.6174,965320.8765,1867140.6174,25,13,480,127.1106869251,36.8022434098,11288
506,965220.8765,1867340.6174,965320.8765,1867240.6174,24,13,481,127.1106823621,36.8031448619,0
505,965220.8765,1867440.6174,965320.8765,1867340.6174,23,13,482,127.1106777988,36.8040463139,0
504,965220.8765,1867540.6174,965320.8765,1867440.6174,22,13,483,127.1106732354,36.8049477658,0
511,965220.8765,1866840.6174,965320.8765,1866740.6174,29,13,484,127.1107051753,36.7986376,0
510,965220.8765,1866940.6174,965320.8765,1866840.6174,28,13,485,127.1107006131,36.7995390527,0
509,965220.8765,1867040.6174,965320.8765,1866940.6174,27,13,486,127.1106960506,36.8004405052,18822
508,965220.8765,1867140.6174,965320.8765,1867040.6174,26,13,487,127.110691488,36.8013419576,19628
487,965220.8765,1869240.6174,965320.8765,1869140.6174,5,13,488,127.1105956255,36.820272426,0
486,965220.8765,1869340.6174,965320.8765,1869240.6174,4,13,489,127.1105910584,36.8211738754,0
485,965220.8765,1869440.6174,965320.8765,1869340.6174,3,13,490,127.1105864911,36.8220753246,0
484,965220.8765,1869540.6174,965320.8765,1869440.6174,2,13,491,127.1105819236,36.8229767737,0
491,965220.8765,1868840.6174,965320.8765,1868740.6174,9,13,492,127.1106138919,36.8166666272,59525
490,965220.8765,1868940.6174,965320.8765,1868840.6174,8,13,493,127.1106093256,36.8175680771,0
489,965220.8765,1869040.6174,965320.8765,1868940.6174,7,13,494,127.1106047591,36.8184695269,11627
488,965220.8765,1869140.6174,965320.8765,1869040.6174,6,13,495,127.1106001924,36.8193709765,11627
495,965220.8765,1868440.6174,965320.8765,1868340.6174,13,13,496,127.1106321551,36.8130608261,0
494,965220.8765,1868540.6174,965320.8765,1868440.6174,12,13,497,127.1106275896,36.8139622766,0
493,965220.8765,1868640.6174,965320.8765,1868540.6174,11,13,498,127.1106230239,36.8148637269,0
492,965220.8765,1868740.6174,965320.8765,1868640.6174,10,13,499,127.110618458,36.8157651771,21383
401,964920.8765,1866740.6174,965020.8765,1866640.6174,30,10,500,127.1073470092,36.7977250933,0
400,964920.8765,1866840.6174,965020.8765,1866740.6174,29,10,501,127.1073424078,36.7986265458,0
411,965020.8765,1869440.6174,965120.8765,1869340.6174,3,11,502,127.1083439624,36.8220679594,0
410,965020.8765,1869540.6174,965120.8765,1869440.6174,2,11,503,127.1083393686,36.8229694083,9146
415,965020.8765,1869040.6174,965120.8765,1868940.6174,7,11,504,127.1083623357,36.8184621627,0
414,965020.8765,1869140.6174,965120.8765,1869040.6174,6,11,505,127.1083577427,36.8193636121,7947
413,965020.8765,1869240.6174,965120.8765,1869140.6174,5,11,506,127.1083531495,36.8202650613,0
412,965020.8765,1869340.6174,965120.8765,1869240.6174,4,11,507,127.1083485561,36.8211665104,15867
387,964920.8765,1868140.6174,965020.8765,1868040.6174,16,10,508,127.1072825704,36.810345415,0
386,964920.8765,1868240.6174,965020.8765,1868140.6174,15,10,509,127.1072779661,36.8112468655,0
385,964920.8765,1868340.6174,965020.8765,1868240.6174,14,10,510,127.1072733616,36.8121483159,0
384,964920.8765,1868440.6174,965020.8765,1868340.6174,13,10,511,127.1072687569,36.8130497661,0
391,964920.8765,1867740.6174,965020.8765,1867640.6174,20,10,512,127.1073009856,36.8067396116,27490
390,964920.8765,1867840.6174,965020.8765,1867740.6174,19,10,513,127.1072963821,36.8076410626,40349
389,964920.8765,1867940.6174,965020.8765,1867840.6174,18,10,514,127.1072917784,36.8085425135,4373
388,964920.8765,1868040.6174,965020.8765,1867940.6174,17,10,515,127.1072871745,36.8094439643,0
395,964920.8765,1867340.6174,965020.8765,1867240.6174,24,10,516,127.1073193975,36.8031338059,0
394,964920.8765,1867440.6174,965020.8765,1867340.6174,23,10,517,127.1073147948,36.8040352575,0
393,964920.8765,1867540.6174,965020.8765,1867440.6174,22,10,518,127.107310192,36.804936709,0
392,964920.8765,1867640.6174,965020.8765,1867540.6174,21,10,519,127.1073055889,36.8058381603,0
399,964920.8765,1866940.6174,965020.8765,1866840.6174,28,10,520,127.1073378061,36.7995279981,0
398,964920.8765,1867040.6174,965020.8765,1866940.6174,27,10,521,127.1073332043,36.8004294502,825
397,964920.8765,1867140.6174,965020.8765,1867040.6174,26,10,522,127.1073286022,36.8013309023,11000
396,964920.8765,1867240.6174,965020.8765,1867140.6174,25,10,523,127.107324,36.8022323542,11000
435,965020.8765,1867040.6174,965120.8765,1866940.6174,27,11,524,127.1084541529,36.8004331458,825
434,965020.8765,1867140.6174,965120.8765,1867040.6174,26,11,525,127.108449564,36.8013345979,825
433,965020.8765,1867240.6174,965120.8765,1867140.6174,25,11,526,127.1084449748,36.8022360499,20845
432,965020.8765,1867340.6174,965120.8765,1867240.6174,24,11,527,127.1084403855,36.8031375018,0
438,965020.8765,1866740.6174,965120.8765,1866640.6174,30,11,528,127.1084679184,36.7977287885,21385
437,965020.8765,1866840.6174,965120.8765,1866740.6174,29,11,529,127.1084633301,36.7986302411,21385
436,965020.8765,1866940.6174,965120.8765,1866840.6174,28,11,530,127.1084587416,36.7995316935,0
